DBMS_uriform,card_title,card_title_href,card_img_href,card_text,Description,Data Model,Query Interface,System Architecture,Website,Source Code,Tech Docs,Developer,Country of Origin,Start Year,End Year,Project Type,Written in,Supported languages,Embeds / Uses,Licenses,Operating Systems,Data_Model_mapping,has_open_source_github_repo,github_repo_link,org_name,repo_name,open_source_license
gigabase,GigaBASE,https://dbdb.io/db/gigabase,https://dbdb.io/media/logos/gigabase.svg,"Last updated June 29, 2022, 11:21 a.m.","GigaBASE is object-relational embedded database engine for C++ applications. It provides SQL-like query language, smart C++ interface, and transactions based on shadow paging.",Object-Relational,,,http://www.garret.ru/gigabase.html,https://sourceforge.net/projects/gigabase/,http://www.garret.ru/gigabase/GigaBASE.htm,Konstantin Knizhnik,RU,,,"Hobby,Open Source",C++,,,,,"Object oriented,Relational",,,,,Y
gnu-sql-server,GNU SQL Server,https://dbdb.io/db/gnu-sql-server,,"Last updated May 17, 2018, 9:16 p.m.",Portable multiuser relational database management system. It supports the full SQL89 dialect and has some extensions from SQL92. It provides multiuser access and transaction isolation based on predicative locks.,Relational,,,http://panda.ispras.ru/~gsql/,,,,RU,1997,1998,Open Source,C,,,GPL v2,Linux,Relational,,,,,Y
goods,GOODS,https://dbdb.io/db/goods,https://dbdb.io/media/logos/goods.png.200x200_q85.png,"Last updated May 24, 2018, 5:27 a.m.","GOODS (""Generic Object Oriented Database System"") is an object-oriented distributed DBMS using an active client model.",Object-Oriented,,,http://www.garret.ru/goods.html,https://sourceforge.net/projects/goods-oodbms/,http://www.garret.ru/goods/readme.htm,Konstantin Knizhnik,RU,,,Open Source,,C++,,MIT,,Object oriented,,,,,Y
goshawkdb,GoshawkDB,https://dbdb.io/db/goshawkdb,https://dbdb.io/media/logos/goshawkdb.png.200x200_q85.png,"Last updated Jan. 2, 2022, 9:29 p.m.",,,,,https://goshawkdb.io,https://github.com/goshawkdb/server,https://goshawkdb.io/documentation.html,Matthew Sackman,GB,,2016,"Commercial,Open Source",,,,AGPL v3,,,Y,goshawkdb/server,goshawkdb,server,Y
grapheekdb,GrapheekDB,https://dbdb.io/db/grapheekdb,https://dbdb.io/media/logos/grapheekdb.png.200x200_q85.png,"Last updated April 17, 2020, 3:27 p.m.",GrapheekDB is a lightweight graph database with support for multiple back-end storage managers. It only represents directed graphs and is persistent if the chosen data model is a Key/Value store.,"Key/Value,Graph","Custom API,Gremlin",Embedded,https://bitbucket.org/nidusfr/grapheekdb,https://bitbucket.org/nidusfr/grapheekdb,https://bitbucket.org/nidusfr/grapheekdb/src/default/docs/index.rst,Raphaël Braud,FR,2014,2015,Open Source,Python,Python,"Kyoto Cabinet,LMDB",GPL v3,,"Key-value,Graph",,,,,Y
graphik,Graphik,https://dbdb.io/db/graphik,https://dbdb.io/media/logos/graphik.png.200x200_q85.png,"Last updated Jan. 29, 2021, 10:26 a.m.",Graphik is a document DBMS written in Go.,Document / XML,GraphQL,,https://graphikdb.github.io/graphik/,https://github.com/graphikDB/graphik,,Coleman Word,US,2020,,"Hobby,Open Source",Go,,,Apache v2,,Document,Y,graphikDB/graphik,graphikDB,graphik,Y
graviton,Graviton,https://dbdb.io/db/graviton,https://dbdb.io/media/logos/graviton.png.200x200_q85.png,"Last updated May 13, 2022, 2:09 p.m.",Graviton Database is an embedded key-value DBMS that supports snapshot versioning.,Key/Value,Custom API,Embedded,https://github.com/deroproject/graviton,https://github.com/deroproject/graviton,,DERO Foundation,FR,2020,,Open Source,Go,Go,,GPL v3,,Key-value,Y,deroproject/graviton,deroproject,graviton,Y
greatsql,GreatSQL,https://dbdb.io/db/greatsql,https://dbdb.io/media/logos/greatdb.png.200x200_q85.png,"Last updated Jan. 7, 2022, 1:49 p.m.",GreatSQL (GreatDB) is a fork of Percona's MySQL Server.,Relational,SQL,Shared-Everything,https://greatdb.com/,https://github.com/GreatSQL/GreatSQL,,"Beijing Wanli Open Source Software Co., Ltd.",CN,2020,,"Commercial,Open Source",C++,,,GPL v2,"Hosted,Linux",Relational,Y,GreatSQL/GreatSQL,GreatSQL,GreatSQL,Y
greenplum,Greenplum,https://dbdb.io/db/greenplum,https://dbdb.io/media/logos/greenplum.svg,"Last updated June 27, 2022, 9:16 a.m.","Greenplum is an open-source data warehouse. It uses massive parallel processing to provide large-scale analytics on petabyte scale data. It uses the,Orca,cost-based Cascades-style framework query optimizer.",Relational,"SQL,PL/SQL",Shared-Nothing,http://greenplum.org,https://github.com/greenplum-db/gpdb,https://docs.greenplum.org/,"Greenplum, Pivotal",US,2003,,"Commercial,Open Source",C,"C++,Perl,PL/SQL,Python",,Apache v2,Linux,Relational,Y,greenplum-db/gpdb,greenplum-db,gpdb,Y
greptimedb,GreptimeDB,https://dbdb.io/db/greptimedb,https://dbdb.io/media/logos/greptimedb.svg,"Last updated Nov. 18, 2022, 9:50 p.m.",GreptimeDB is a distributed time-series DBMS written in Rust.,Relational,"SQL,HTTP / REST",Shared-Disk,https://greptime.com/,https://github.com/GreptimeTeam/greptimedb,https://docs.greptime.com/,Greptime Inc.,CN,2022,,"Commercial,Open Source",Rust,,,Apache v2,Linux,Relational,Y,GreptimeTeam/greptimedb,GreptimeTeam,greptimedb,Y
griddb,GridDB,https://dbdb.io/db/griddb,https://dbdb.io/media/logos/griddb.png.200x200_q85.png,"Last updated Jan. 3, 2022, 10:58 p.m.","GridDB is a distributed key-value DBMS built by Toshiba. It has Key-Container data model and time-series functions which are designed specifically to target large data generated by IoT devices. It can be accessed by C and Java APIs, or TQL, a custom SQL-like query language.",Key/Value,"Custom API,SQL,HTTP / REST,Command-line / Shell",Shared-Nothing,https://griddb.net/en/,https://github.com/griddb/griddb_nosql,https://griddb.net/en/docs/documents/1-1_what-is-griddb.php,Toshiba Corporation,JP,2011,,"Commercial,Open Source",C++,"C,C++,Go,Java,Perl,PHP,Python,Ruby",,"AGPL v3,Apache v2",Linux,Key-value,Y,griddb/griddb_nosql,griddb,griddb_nosql,Y
gridgain,GridGain,https://dbdb.io/db/gridgain,https://dbdb.io/media/logos/gridgain.svg,"Last updated June 30, 2022, 11:15 p.m.",GridGain is the commercial version of Apache Ignite.,Key/Value,Custom API,,http://www.gridgain.com/,,,GridGain Systems,US,2007,,"Commercial,Open Source",Java,,,Apache v2,,Key-value,,,,,Y
gun,GUN,https://dbdb.io/db/gun,https://dbdb.io/media/logos/gun.svg,"Last updated June 27, 2022, 9:16 a.m.","Gun is an open-source and realtime, decentralized, offline-first, graph database engine written in JavaScript. It is a distributed system for synchronizing data across web applications and devices.",Graph,Custom API,Shared-Everything,http://gun.js.org/,https://github.com/amark/gun,https://gun.eco/docs/,Mark Nadal,US,2014,,"Commercial,Open Source",JavaScript,JavaScript,,Apache v2,Linux,Graph,Y,amark/gun,amark,gun,Y
h-store,H-Store,https://dbdb.io/db/h-store,https://dbdb.io/media/logos/hstore.svg,"Last updated June 29, 2022, 11:15 p.m.",H-Store was an experimental database management system designed for on-line transaction processing applications.,Relational,"SQL,Stored Procedures",Shared-Nothing,https://hstore.cs.brown.edu/,https://github.com/apavlo/h-store,https://hstore.cs.brown.edu/documentation/,"Brown University, Massachusetts Institute of Technology, Carnegie Mellon University",US,2006,2016,"Academic,Open Source","C++,Java",,,"BSD,GPL v3",Linux,Relational,Y,apavlo/h-store,apavlo,h-store,Y
h2,H2,https://dbdb.io/db/h2,https://dbdb.io/media/logos/h2-logo.svg,"Last updated Nov. 17, 2022, 9:37 a.m.","H2 (""Hypersonic 2"") is an open-source lightweight relational database management system implemented in Java, supporting standard SQL API and JDBC API, as well as PostgreSQL ODBC driver. H2 is characterized by its fast performance and low memory requirement. H2 can be either embedded into a Java application or used as a database server. Both in-memory and disk-based database configurations are available. H2 also has strong security features.",Relational,SQL,"Shared-Everything,Embedded",http://www.h2database.com/,https://github.com/h2database/h2database,http://www.h2database.com/html/quickstart.html,Thomas Mueller,CH,2004,,Open Source,Java,Java,,"Eclipse Public License,Mozilla Public License",All OS with Java VM,Relational,Y,h2database/h2database,h2database,h2database,Y
haildb,HailDB,https://dbdb.io/db/haildb,https://dbdb.io/media/logos/haildb.svg,"Last updated June 27, 2022, 9:16 a.m.","HailDB was a fork of MySQL's InnoDB storage engine to provide it as a shared library with NoSQL API. It was part of the failed,Drizzle,project.",Key/Value,,Embedded,http://www.haildb.com/,https://launchpad.net/haildb,http://www.haildb.com/documentation/,Stewart Smith,AU,2010,2015,Open Source,,,,,,Key-value,,,,,Y
halodb,HaloDB,https://dbdb.io/db/halodb,,"Last updated April 23, 2019, 7:25 p.m.",HaloDB is an embedded key-value store written in Java.,Key/Value,,Embedded,https://yahoodevelopers.tumblr.com/post/178250134648/introducing-halodb-a-fast-embedded-key-value,https://github.com/yahoo/HaloDB,,Yahoo!,US,2017,,"Industrial Research,Open Source",Java,,,Apache v2,,Key-value,Y,yahoo/HaloDB,yahoo,HaloDB,Y
hampusdb,HampusDB,https://dbdb.io/db/hampusdb,https://dbdb.io/media/logos/hampusdb.jpg.200x200_q85.jpg,"Last updated May 4, 2020, 11:24 a.m.",HampusDB (HDB) is a key-value DBMS that combines concepts from filesystems and databases. It provides command line utilities for manipulating and extracting data stored in Berkeley DB.,Key/Value,Custom API,Shared-Everything,http://www.hampusdb.org,https://sourceforge.net/projects/hampusdb/,http://www.hampusdb.org/documentation.html,Hampus Soderstrom,SE,2006,2013,"Hobby,Open Source",C,"C,C++,Java,Perl",,LGPL v2,Linux,Key-value,,,,,Y
hanoidb,HanoiDB,https://dbdb.io/db/hanoidb,,"Last updated June 8, 2018, 10:43 p.m.","HanoiDB is an indexed, key/value storage engine. The primary index is a log-structured merge tree.",Key/Value,,,https://github.com/krestenkrab/hanoidb,https://github.com/krestenkrab/hanoidb,,Kresten Krab Thorup,DK,2012,2016,Open Source,Erlang,,,,,Key-value,Y,krestenkrab/hanoidb,krestenkrab,hanoidb,Y
hawq,HAWQ,https://dbdb.io/db/hawq,https://dbdb.io/media/logos/hawq.png.200x200_q85.png,"Last updated Jan. 6, 2022, 9:42 a.m.","HAWQ (""Hadoop With Query"") is a distributed SQL execution engine that runs on top of Hadoop.",Relational,SQL,Shared-Disk,http://hawq.apache.org/,https://github.com/apache/hawq,http://hawq.apache.org/docs/userguide/latest/,Pivotal,US,2015,,Open Source,Java,,,Apache v2,Linux,Relational,Y,apache/hawq,apache,hawq,Y
hazelcast,Hazelcast,https://dbdb.io/db/hazelcast,https://dbdb.io/media/logos/hazelcast.svg,"Last updated June 27, 2022, 9:18 a.m.","Hazelcast IMDG (In Memory Data Grid) is a Java-based NoSQL open-source distributed in-memory data store and computation platform. It spreads and replicates data across a cluster of machines, therefore ensuring high availability, fault-tolerance and painless horizontal scalability. Hazelcast provides APIs for many of the most commonly used programming languages, including Java, C++, Python, Go and others. It can also be deployed on several different cloud environments, thanks to its multiple discovery plugins. Hazelcast's most common use cases include database caching, in-memory data computing and in-memory messaging.",Key/Value,Custom API,Shared-Nothing,https://hazelcast.org/,https://github.com/hazelcast/hazelcast/,https://docs.hazelcast.com,Hazelcast,US,2008,,"Commercial,Open Source",Java,,,Apache v2,All OS with Java VM,Key-value,Y,hazelcast/hazelcast,hazelcast,hazelcast,Y
hbase,HBase,https://dbdb.io/db/hbase,https://dbdb.io/media/logos/hbase_logo.svg,"Last updated June 26, 2022, 11:22 p.m.","HBase is an open source, distributed, non-relational, scalable big data store that runs on top of Hadoop Distributed Filesystem. Hbase is suitable for storing large quantities of data, but it lacks many of the features that relational database management systems usually have, such as column types, secondary indexes, advanced query languages, etc. HBase stores the data in rows and columns. A row is referenced by a row key, and columns are grouped into ""column families"". HBase is written in Java, and is supported by Apache Software Foundation.",Column Family,Custom API,Shared-Disk,http://hbase.apache.org/,https://hbase.apache.org/source-repository.html,https://hbase.apache.org/book.html,Powerset,US,2007,,Open Source,Java,,,Apache v2,All OS with Java VM,Wide column,,,,,Y
heavydb,HeavyDB,https://dbdb.io/db/heavydb,https://dbdb.io/media/logos/heavydb.png.200x200_q85.png,"Last updated June 30, 2022, 10:19 p.m.","HeavyDB is a relational, columnar database engine that uses GPUs to accelerate query execution.",Relational,SQL,Shared-Everything,https://www.heavy.ai/,https://github.com/heavyai/heavydb,https://docs.heavy.ai/,HEAVY.AI,US,2013,,"Commercial,Open Source",C++,,,Apache v2,,Relational,Y,heavyai/heavydb,heavyai,heavydb,Y
herddb,HerdDB,https://dbdb.io/db/herddb,https://dbdb.io/media/logos/herddb.png.200x200_q85.png,"Last updated Sept. 10, 2019, 11:50 a.m.","HerdDB is a distributed SQL DBMS implemented in Java, optimized for primary key read/update access patterns. It has been designed to be embeddable in any Java Virtual Machine.",Relational,"Custom API,SQL,Command-line / Shell",Shared-Nothing,https://herddb.org/,https://github.com/diennea/herddb,https://github.com/diennea/herddb/wiki,Diennea S.r.l.,IT,2016,,Open Source,Java,,,Apache v2,Linux,Relational,Y,diennea/herddb,diennea,herddb,Y
heroic,Heroic,https://dbdb.io/db/heroic,https://dbdb.io/media/logos/heroicdb.png.200x200_q85.png,"Last updated Dec. 10, 2019, 11:36 p.m.","Heroic is an open-source time-series DBMS built at Spotify to more effectively compute and analyze data-metrics across large quantities of data. According to the GitHub documentation, one of the primary features of Heroic DB is that data can be stored in the database for long periods of time. As also noted in the documentation, the database is designed to adapt to and handle increasing quantities of data. Heroic also uses the concept of Federated clusters, which enable the database to process user queries via multiple clusters such that the results are merged and outputted via a single system. Heroic also utilizes Elasticsearch DB for the indexing and querying processes in order to output complex queries more quickly and provide search suggestions for users. And lastly, once the metrics are computed, Heroic interacts with both Google Cloud Bigtable and Apache Cassandra for storage purposes, the latter of which is especially useful when it comes to Heroic’s long-term data storage capabilities.",Key/Value,Custom API,Shared-Nothing,https://spotify.github.io/heroic/,https://github.com/spotify/heroic,https://spotify.github.io/heroic/#!/docs/overview,Spotify,SE,2015,2019,Open Source,Java,"Java,Python",,Apache v2,All OS with Java VM,Key-value,Y,spotify/heroic,spotify,heroic,Y
hibari,Hibari,https://dbdb.io/db/hibari,https://dbdb.io/media/logos/hibari.png.200x200_q85.png,"Last updated June 9, 2018, 8:12 a.m.","Hibari is a distributed, ordered key-value, storage engine.",Key/Value,,,http://hibari.github.com/hibari-doc/,https://github.com/hibari/hibari,https://github.com/hibari/hibari/wiki,Gemini Mobile Technologies,"US,JP",2005,,Open Source,Erlang,,,Apache v2,,Key-value,Y,hibari/hibari,hibari,hibari,Y
hipsterdb,hipsterDB,https://dbdb.io/db/hipsterdb,,"Last updated May 4, 2020, 11:24 a.m.","hipsterDB is a toy key/value DBMS project that is designed to only return data as long as that data is not ""mainstream"". The system keeps track of how many times a key is accessed within a time window. If the number of accesses for a key goes above a threshold, then that key will be temporary ""removed"" from the database. When the number of recent accesses goes below that threshold (i.e., it has ""gone out of style""), then the key is available again.",Key/Value,HTTP / REST,,https://github.com/robmerrell/hipsterdb,https://github.com/robmerrell/hipsterdb,,Rob Merrell,US,2013,2013,"Hobby,Open Source",Go,,,,,Key-value,Y,robmerrell/hipsterdb,robmerrell,hipsterdb,Y
histore,Histore,https://dbdb.io/db/histore,https://dbdb.io/media/logos/histore.png.200x200_q85.png,"Last updated June 8, 2018, 9:17 a.m.",Histore is a JavaScript-based key-value storage engine backed by navigation state.,Key/Value,Custom API,,https://github.com/developit/histore,https://github.com/developit/histore,,Jason Miller,US,2018,,Open Source,JavaScript,,,Apache v2,,Key-value,Y,developit/histore,developit,histore,Y
hive,Hive,https://dbdb.io/db/hive,https://dbdb.io/media/logos/apache_hive.svg,"Last updated June 26, 2022, 11:35 p.m.","Apache Hive is a data warehouse software built on top of Hadoop that facilitates reading, writing and managing large datasets residing in distributed storage using SQL. Hive provides the necessary SQL abstraction so that SQL-like queries can be integrated with the underlying Java code without having to implement the queries in the low-level Java API. It allows structure to be projected onto data that is already in storage. Hive also provides a command line tool and a JDBC driver that users can use to connect to Hive.",Relational,SQL,,http://hive.apache.org/,https://hive.apache.org/version_control.html,https://cwiki.apache.org/confluence/display/HIVE,Facebook,US,2010,,Open Source,Java,Java,,Apache v2,All OS with Java VM,Relational,,,,,Y
hive-dart,Hive (Dart),https://dbdb.io/db/hive-dart,https://dbdb.io/media/logos/hive.svg,"Last updated June 27, 2022, 9:20 a.m.",Hive is an embedded key-value data store written in Dart.,Key/Value,Custom API,Embedded,https://hivedb.dev/,https://github.com/hivedb/hive,https://docs.hivedb.dev/,Simon Leier,DE,2019,,Open Source,Dart,,,Apache v2,,Key-value,Y,hivedb/hive,hivedb,hive,Y
